음식이름,영양성분,함유량
두부찌개,콜레스테롤,57.20mg
해장라면,베타카로틴,639.72㎍
해장라면,니아신,4.23mg
해장라면,나트륨,"1,490.10mg"
해장라면,단백질,31.69g
해장라면,당질,76.03g
해장라면,레티놀,0.00㎍
해장라면,비타민 A,106.84㎍RE
해장라면,비타민 B,60.72mg
해장라면,비타민 C,11.16mg
해장라면,비타민 E,3.54mg
해장라면,식이섬유,5.56g
해장라면,아연,2.31mg
해장라면,엽산,40.19㎍
해장라면,인,395.96mg
해장라면,지질,18.65g
해장라면,철분,1.64mg
해장라면,칼륨,836.38mg
해장라면,칼슘,67.26mg
해장라면,콜레스테롤,230.40mg
까르보나라,베타카로틴,150.26㎍
까르보나라,니아신,3.63mg
까르보나라,나트륨,"1,782.92mg"
까르보나라,단백질,34.98g
까르보나라,당질,15.31g
까르보나라,레티놀,218.30㎍
까르보나라,비타민 A,772.84㎍RE
까르보나라,비타민 B,60.47mg
까르보나라,비타민 C,27.28mg
까르보나라,비타민 E,5.58mg
까르보나라,식이섬유,1.76g
까르보나라,아연,3.74mg
까르보나라,엽산,36.20㎍
까르보나라,인,690.14mg
까르보나라,지질,105.30g
까르보나라,철분,3.28mg
까르보나라,칼륨,589.94mg
까르보나라,칼슘,321.16mg
까르보나라,콜레스테롤,754.66mg
묵밥,베타카로틴,"1,741.73㎍"
묵밥,니아신,12.32mg
묵밥,나트륨,"6,854.90mg"
묵밥,단백질,54.13g
묵밥,당질,193.77g
묵밥,레티놀,18.00㎍
묵밥,비타민 A,308.09㎍RE
묵밥,비타민 B,61.64mg
묵밥,비타민 C,75.73mg
묵밥,비타민 E,4.96mg
묵밥,식이섬유,16.45g
묵밥,아연,10.04mg
묵밥,엽산,189.74㎍
묵밥,인,689.17mg
묵밥,지질,108.09g
묵밥,철분,10.33mg
묵밥,칼륨,"1,574.82mg"
묵밥,칼슘,253.17mg
묵밥,콜레스테롤,73.90mg
쇠고기덮밥,베타카로틴,132.30㎍
쇠고기덮밥,니아신,4.68mg
쇠고기덮밥,나트륨,"3,197.85mg"
쇠고기덮밥,단백질,29.71g
쇠고기덮밥,당질,95.74g
쇠고기덮밥,레티놀,185.60㎍
쇠고기덮밥,비타민 A,207.65㎍RE
쇠고기덮밥,비타민 B,60.69mg
쇠고기덮밥,비타민 C,8.25mg
쇠고기덮밥,비타민 E,2.01mg
쇠고기덮밥,식이섬유,2.65g
쇠고기덮밥,아연,3.58mg
쇠고기덮밥,엽산,42.39㎍
쇠고기덮밥,인,447.65mg
쇠고기덮밥,지질,17.83g
쇠고기덮밥,철분,4.48mg
쇠고기덮밥,칼륨,658.35mg
쇠고기덮밥,칼슘,111.05mg
쇠고기덮밥,콜레스테롤,593.00mg
호두과자,베타카로틴,26.71㎍
호두과자,니아신,2.85mg
호두과자,나트륨,621.84mg
호두과자,단백질,30.06g
호두과자,당질,142.99g
호두과자,레티놀,111.43㎍
호두과자,비타민 A,115.74㎍RE
호두과자,비타민 B,60.65mg
호두과자,비타민 C,0.58mg
호두과자,비타민 E,1.99mg
호두과자,식이섬유,11.06g
호두과자,아연,3.29mg
호두과자,엽산,203.78㎍
호두과자,인,427.85mg
호두과자,지질,27.00g
호두과자,철분,4.18mg
호두과자,칼륨,577.62mg
호두과자,칼슘,318.98mg
호두과자,콜레스테롤,256.93mg
길거리표 토스트,베타카로틴,"1,882.24㎍"
길거리표 토스트,니아신,2.24mg
길거리표 토스트,나트륨,"6,345.92mg"
길거리표 토스트,단백질,31.99g
길거리표 토스트,당질,92.67g
길거리표 토스트,레티놀,308.90㎍
길거리표 토스트,비타민 A,622.22㎍RE
길거리표 토스트,비타민 B,60.63mg
길거리표 토스트,비타민 C,25.22mg
길거리표 토스트,비타민 E,4.67mg
길거리표 토스트,식이섬유,6.54g
길거리표 토스트,아연,2.65mg
길거리표 토스트,엽산,106.16㎍
길거리표 토스트,인,392.36mg
길거리표 토스트,지질,40.62g
길거리표 토스트,철분,4.66mg
길거리표 토스트,칼륨,689.03mg
길거리표 토스트,칼슘,164.81mg
길거리표 토스트,콜레스테롤,782.70mg
바지락국,베타카로틴,762.77㎍
바지락국,니아신,2.72mg
바지락국,나트륨,"1,899.33mg"
바지락국,단백질,21.20g
바지락국,당질,13.19g
바지락국,레티놀,7.20㎍
바지락국,비타민 A,134.45㎍RE
바지락국,비타민 B,60.29mg
바지락국,비타민 C,18.27mg
바지락국,비타민 E,1.96mg
바지락국,식이섬유,4.76g
바지락국,아연,1.88mg
바지락국,엽산,42.64㎍
바지락국,인,307.60mg
바지락국,지질,4.85g
바지락국,철분,14.80mg
바지락국,칼륨,521.84mg
바지락국,칼슘,243.79mg
바지락국,콜레스테롤,52.80mg
두부샐러드,베타카로틴,"1,241.66㎍"
두부샐러드,니아신,1.32mg
두부샐러드,나트륨,694.94mg
두부샐러드,단백질,11.07g
두부샐러드,당질,12.50g
두부샐러드,레티놀,0.00㎍
두부샐러드,비타민 A,127.02㎍RE
두부샐러드,비타민 B,60.24mg
두부샐러드,비타민 C,42.23mg
두부샐러드,비타민 E,4.22mg
두부샐러드,식이섬유,4.50g
두부샐러드,아연,1.34mg
두부샐러드,엽산,79.55㎍
두부샐러드,인,132.48mg
두부샐러드,지질,21.73g
두부샐러드,철분,3.93mg
두부샐러드,칼륨,251.07mg
두부샐러드,칼슘,229.24mg
두부샐러드,콜레스테롤,0.00mg
쥐포볶음,베타카로틴,116.65㎍
쥐포볶음,니아신,3.67mg
쥐포볶음,나트륨,"2,522.88mg"
쥐포볶음,단백질,63.55g
쥐포볶음,당질,57.95g
쥐포볶음,레티놀,0.00㎍
쥐포볶음,비타민 A,21.70㎍
쥐포볶음,비타민 B,62.53mg
쥐포볶음,비타민 C,0.00mg
쥐포볶음,비타민 E,18.24mg
쥐포볶음,식이섬유,0.41g
쥐포볶음,아연,22.32mg
쥐포볶음,엽산,79.15㎍
쥐포볶음,인,372.50mg
쥐포볶음,지질,17.70g
쥐포볶음,철분,7.40mg
쥐포볶음,칼륨,788.93mg
쥐포볶음,칼슘,207.79mg
쥐포볶음,콜레스테롤,315.90mg
두부과자,베타카로틴,10.44㎍
두부과자,니아신,1.35mg
두부과자,나트륨,408.81mg
두부과자,단백질,17.20g
두부과자,당질,35.52g
두부과자,레티놀,76.50㎍
두부과자,비타민 A,78.24㎍RE
두부과자,비타민 B,60.46mg
두부과자,비타민 C,0.00mg
두부과자,비타민 E,1.93mg
두부과자,식이섬유,5.14g
두부과자,아연,2.49mg
두부과자,엽산,17.71㎍
두부과자,인,240.96mg
두부과자,지질,15.08g
두부과자,철분,4.68mg
두부과자,칼륨,113.65mg
두부과자,칼슘,311.72mg
두부과자,콜레스테롤,237.50mg
꽃게튀김,베타카로틴,"2,575.86㎍"
꽃게튀김,니아신,7.13mg
꽃게튀김,나트륨,"1,583.31mg"
꽃게튀김,단백질,29.84g
꽃게튀김,당질,31.77g
꽃게튀김,레티놀,0.00㎍
꽃게튀김,비타민 A,429.88㎍RE
꽃게튀김,비타민 B,60.59mg
꽃게튀김,비타민 C,7.33mg
꽃게튀김,비타민 E,12.26mg
꽃게튀김,식이섬유,4.15g
꽃게튀김,아연,2.30mg
꽃게튀김,엽산,33.49㎍
꽃게튀김,인,404.21mg
꽃게튀김,지질,21.10g
꽃게튀김,철분,2.96mg
꽃게튀김,칼륨,872.06mg
꽃게튀김,칼슘,136.50mg
꽃게튀김,콜레스테롤,157.50mg
티본스테이크,베타카로틴,49.05㎍
티본스테이크,니아신,37.86mg
티본스테이크,나트륨,"2,435.22mg"
티본스테이크,단백질,132.11g
티본스테이크,당질,68.27g
티본스테이크,레티놀,224.10㎍
티본스테이크,비타민 A,232.45㎍RE
티본스테이크,비타민 B,62.81mg
티본스테이크,비타민 C,16.95mg
티본스테이크,비타민 E,7.24mg
티본스테이크,식이섬유,5.42g
티본스테이크,아연,18.10mg
티본스테이크,엽산,67.32㎍
티본스테이크,인,"1,141.26mg"
티본스테이크,지질,141.80g
티본스테이크,철분,17.06mg
티본스테이크,칼륨,"2,183.90mg"
티본스테이크,칼슘,160.45mg
티본스테이크,콜레스테롤,468.30mg
고구마케이크,베타카로틴,90.00㎍
고구마케이크,니아신,2.32mg
고구마케이크,나트륨,"2,445.90mg"
고구마케이크,단백질,33.22g
고구마케이크,당질,200.16g
고구마케이크,레티놀,310.30㎍
고구마케이크,비타민 A,325.60㎍RE
고구마케이크,비타민 B,60.17mg
고구마케이크,비타민 C,0.50mg
고구마케이크,비타민 E,2.96mg
고구마케이크,식이섬유,6.94g
고구마케이크,아연,2.67mg
고구마케이크,엽산,68.16㎍
고구마케이크,인,360.20mg
고구마케이크,지질,64.24g
고구마케이크,철분,3.20mg
고구마케이크,칼륨,332.10mg
고구마케이크,칼슘,139.30mg
고구마케이크,콜레스테롤,306.60mg
구절판,베타카로틴,"7,977.36㎍"
구절판,니아신,14.45mg
구절판,나트륨,"2,267.02mg"
구절판,단백질,70.58g
구절판,당질,127.03g
구절판,레티놀,241.50㎍
구절판,비타민 A,"1,570.92㎍RE"
구절판,비타민 B,62.73mg
구절판,비타민 C,43.68mg
구절판,비타민 E,7.80mg
구절판,식이섬유,20.71g
구절판,아연,9.74mg
구절판,엽산,98.43㎍
구절판,인,870.48mg
구절판,지질,40.33g
구절판,철분,13.35mg
구절판,칼륨,"2,122.27mg"
구절판,칼슘,305.64mg
구절판,콜레스테롤,778.50mg
전복구이,베타카로틴,84.09㎍
전복구이,니아신,2.98mg
전복구이,나트륨,"1,024.27mg"
전복구이,단백질,26.96g
전복구이,당질,10.97g
전복구이,레티놀,0.00㎍
전복구이,비타민 A,14.03㎍RE
전복구이,비타민 B,60.35mg
전복구이,비타민 C,0.27mg
전복구이,비타민 E,3.68mg
전복구이,식이섬유,0.21g
전복구이,아연,1.56mg
전복구이,엽산,12.85㎍
전복구이,인,273.67mg
전복구이,지질,29.25g
전복구이,철분,4.12mg
전복구이,칼륨,289.56mg
전복구이,칼슘,51.88mg
전복구이,콜레스테롤,727.00mg
양파장아찌,베타카로틴,0.00㎍
양파장아찌,니아신,7.17mg
양파장아찌,나트륨,"24,078.80mg"
양파장아찌,단백질,37.03g
양파장아찌,당질,265.73g
양파장아찌,레티놀,0.00㎍
양파장아찌,비타민 A,0.00㎍RE
양파장아찌,비타민 B,64.24mg
양파장아찌,비타민 C,89.60mg
양파장아찌,비타민 E,4.00mg
양파장아찌,식이섬유,17.62g
양파장아찌,아연,3.79mg
양파장아찌,엽산,247.02㎍
양파장아찌,인,"1,027.30mg"
양파장아찌,지질,3.47g
양파장아찌,철분,12.52mg
양파장아찌,칼륨,"3,231.70mg"
양파장아찌,칼슘,334.40mg
양파장아찌,콜레스테롤,11.20mg
단호박수프,베타카로틴,"13,992.80㎍"
단호박수프,니아신,23.69mg
단호박수프,나트륨,"10,950.80mg"
단호박수프,단백질,44.07g
단호박수프,당질,169.70g
단호박수프,레티놀,297.20㎍
단호박수프,비타민 A,"2,631.60㎍RE"
단호박수프,비타민 B,62.26mg
단호박수프,비타민 C,281.60mg
단호박수프,비타민 E,33.46mg
단호박수프,식이섬유,27.47g
단호박수프,아연,5.21mg
단호박수프,엽산,172.70㎍
단호박수프,인,925.80mg
단호박수프,지질,70.84g
단호박수프,철분,11.77mg
단호박수프,칼륨,"5,095.70mg"
단호박수프,칼슘,482.60mg
단호박수프,콜레스테롤,213.40mg
잡채밥,베타카로틴,"1,918.05㎍"
잡채밥,니아신,6.02mg
잡채밥,나트륨,909.25mg
잡채밥,단백질,16.34g
잡채밥,당질,186.23g
잡채밥,레티놀,2.45㎍
잡채밥,비타민 A,322.01㎍RE
잡채밥,비타민 B,60.51mg
잡채밥,비타민 C,69.76mg
잡채밥,비타민 E,39.61mg
잡채밥,식이섬유,10.62g
잡채밥,아연,3.12mg
잡채밥,엽산,37.83㎍
잡채밥,인,236.26mg
잡채밥,지질,44.36g
잡채밥,철분,7.44mg
잡채밥,칼륨,834.38mg
잡채밥,칼슘,156.95mg
잡채밥,콜레스테롤,17.55mg
삼색전,베타카로틴,770.30㎍
삼색전,니아신,3.11mg
삼색전,나트륨,345.47mg
삼색전,단백질,5.41g
삼색전,당질,25.47g
삼색전,레티놀,0.00㎍
삼색전,비타민 A,128.40㎍RE
삼색전,비타민 B,60.59mg
삼색전,비타민 C,46.60mg
삼색전,비타민 E,0.50mg
삼색전,식이섬유,3.80g
삼색전,아연,0.88mg
삼색전,엽산,33.22㎍
삼색전,인,111.80mg
삼색전,지질,0.27g
삼색전,철분,1.82mg
삼색전,칼륨,883.65mg
삼색전,칼슘,18.50mg
삼색전,콜레스테롤,0.00mg
파전,베타카로틴,"1,545.90㎍"
파전,니아신,4.60mg
파전,나트륨,"1,967.20mg"
파전,단백질,28.19g
파전,당질,96.60g
파전,레티놀,0.00㎍
파전,비타민 A,277.50㎍RE
파전,비타민 B,60.22mg
파전,비타민 C,37.20mg
파전,비타민 E,27.36mg
파전,식이섬유,6.10g
파전,아연,2.36mg
파전,엽산,95.57㎍
파전,인,210.00mg
파전,지질,29.05g
파전,철분,5.58mg
파전,칼륨,597.40mg
파전,칼슘,135.00mg
파전,콜레스테롤,34.40mg
케이준샐러드,베타카로틴,"1,250.66㎍"
케이준샐러드,니아신,14.60mg
케이준샐러드,나트륨,815.79mg
케이준샐러드,단백질,59.45g
케이준샐러드,당질,124.58g
케이준샐러드,레티놀,163.20㎍
케이준샐러드,비타민 A,298.47㎍RE
케이준샐러드,비타민 B,61.38mg
케이준샐러드,비타민 C,44.14mg
케이준샐러드,비타민 E,16.05mg
케이준샐러드,식이섬유,6.97g
케이준샐러드,아연,3.98mg
케이준샐러드,엽산,110.13㎍
케이준샐러드,인,455.85mg
케이준샐러드,지질,77.36g
케이준샐러드,철분,3.80mg
케이준샐러드,칼륨,785.53mg
케이준샐러드,칼슘,123.16mg
케이준샐러드,콜레스테롤,413.30mg
치즈피자,베타카로틴,25.25㎍
치즈피자,니아신,1.08mg
치즈피자,나트륨,969.29mg
치즈피자,단백질,27.94g
치즈피자,당질,76.02g
치즈피자,레티놀,58.85㎍
치즈피자,비타민 A,154.25㎍RE
치즈피자,비타민 B,60.11mg
치즈피자,비타민 C,0.00mg
치즈피자,비타민 E,1.43mg
치즈피자,식이섬유,2.80g
치즈피자,아연,2.81mg
치즈피자,엽산,38.38㎍
치즈피자,인,383.20mg
치즈피자,지질,26.47g
치즈피자,철분,1.28mg
치즈피자,칼륨,145.93mg
치즈피자,칼슘,422.13mg
치즈피자,콜레스테롤,68.85mg
아이싱쿠키,베타카로틴,0.00㎍
아이싱쿠키,니아신,1.45mg
아이싱쿠키,나트륨,"2,689.90mg"
아이싱쿠키,단백질,37.80g
아이싱쿠키,당질,498.72g
아이싱쿠키,레티놀,0.00㎍
아이싱쿠키,비타민 A,0.00㎍RE
아이싱쿠키,비타민 B,60.29mg
아이싱쿠키,비타민 C,0.00mg
아이싱쿠키,비타민 E,20.87mg
아이싱쿠키,식이섬유,7.27g
아이싱쿠키,아연,2.76mg
아이싱쿠키,엽산,44.35㎍
아이싱쿠키,인,363.50mg
아이싱쿠키,지질,158.49g
아이싱쿠키,철분,2.18mg
아이싱쿠키,칼륨,690.65mg
아이싱쿠키,칼슘,189.02mg
아이싱쿠키,콜레스테롤,516.17mg
삼선짬뽕,베타카로틴,"2,171.27㎍"
삼선짬뽕,니아신,4.29mg
삼선짬뽕,나트륨,"2,927.34mg"
삼선짬뽕,단백질,30.76g
삼선짬뽕,당질,133.71g
삼선짬뽕,레티놀,1.26㎍
삼선짬뽕,비타민 A,397.14㎍RE
삼선짬뽕,비타민 B,61.16mg
삼선짬뽕,비타민 C,25.58mg
삼선짬뽕,비타민 E,10.86mg
삼선짬뽕,식이섬유,9.20g
삼선짬뽕,아연,2.24mg
삼선짬뽕,엽산,94.33㎍
삼선짬뽕,인,373.80mg
삼선짬뽕,지질,12.17g
삼선짬뽕,철분,5.31mg
삼선짬뽕,칼륨,"1,071.28mg"
삼선짬뽕,칼슘,116.28mg
삼선짬뽕,콜레스테롤,119.14mg
타락죽,베타카로틴,96.00㎍
타락죽,니아신,3.68mg
타락죽,나트륨,404.80mg
타락죽,단백질,26.52g
타락죽,당질,163.68g
타락죽,레티놀,208.00㎍
타락죽,비타민 A,232.00㎍RE
타락죽,비타민 B,60.50mg
타락죽,비타민 C,8.00mg
타락죽,비타민 E,1.44mg
타락죽,식이섬유,0.80g
타락죽,아연,5.60mg
타락죽,엽산,10.56㎍
타락죽,인,891.20mg
타락죽,지질,50.56g
타락죽,철분,29.12mg
타락죽,칼륨,"1,332.80mg"
타락죽,칼슘,817.60mg
타락죽,콜레스테롤,88.00mg
사워크림,베타카로틴,0.00㎍
사워크림,니아신,6.30mg
사워크림,나트륨,104.00mg
사워크림,단백질,7.60g
사워크림,당질,62.60g
사워크림,레티놀,0.00㎍
사워크림,비타민 A,0.00㎍RE
사워크림,비타민 B,60.17mg
사워크림,비타민 C,20.20mg
사워크림,비타민 E,2.19mg
사워크림,식이섬유,1.20g
사워크림,아연,0.79mg
사워크림,엽산,0.00㎍
사워크림,인,46.00mg
사워크림,지질,24.40g
사워크림,철분,0.40mg
사워크림,칼륨,93.00mg
사워크림,칼슘,21.00mg
사워크림,콜레스테롤,6.00mg
김치김밥,베타카로틴,"1,774.58㎍"
김치김밥,니아신,5.83mg
김치김밥,나트륨,"2,627.79mg"
김치김밥,단백질,21.43g
김치김밥,당질,79.95g
김치김밥,레티놀,22.95㎍
김치김밥,비타민 A,318.20㎍RE
김치김밥,비타민 B,60.56mg
김치김밥,비타민 C,73.72mg
김치김밥,비타민 E,7.69mg
김치김밥,식이섬유,6.06g
김치김밥,아연,2.17mg
김치김밥,엽산,113.31㎍
김치김밥,인,340.18mg
김치김밥,지질,9.14g
김치김밥,철분,3.85mg
김치김밥,칼륨,798.18mg
김치김밥,칼슘,202.27mg
김치김밥,콜레스테롤,99.65mg
엿,베타카로틴,0.00㎍
엿,니아신,21.06mg
엿,나트륨,46.95mg
엿,단백질,76.34g
엿,당질,778.76g
엿,레티놀,0.00㎍
엿,비타민 A,0.00㎍RE
엿,비타민 B,61.71mg
엿,비타민 C,0.00mg
엿,비타민 E,5.03mg
엿,식이섬유,19.70g
엿,아연,17.24mg
엿,엽산,126.51㎍
엿,인,890.40mg
엿,지질,8.01g
엿,철분,21.60mg
엿,칼륨,"1,767.00mg"
엿,칼슘,195.00mg
엿,콜레스테롤,0.00mg
불고기,베타카로틴,"1,062.42㎍"
불고기,니아신,42.09mg
불고기,나트륨,"5,724.04mg"
불고기,단백질,139.72g
불고기,당질,96.75g
불고기,레티놀,72.00㎍
불고기,비타민 A,248.98㎍RE
불고기,비타민 B,64.03mg
불고기,비타민 C,41.62mg
불고기,비타민 E,6.17mg
불고기,식이섬유,10.88g
불고기,아연,19.44mg
불고기,엽산,137.40㎍
불고기,인,"1,338.65mg"
불고기,지질,100.31g
불고기,철분,20.05mg
불고기,칼륨,"2,930.52mg"
불고기,칼슘,225.61mg
불고기,콜레스테롤,385.00mg
탕수만두,베타카로틴,662.28㎍
탕수만두,니아신,3.30mg
탕수만두,나트륨,"2,646.58mg"
탕수만두,단백질,29.88g
탕수만두,당질,86.31g
탕수만두,레티놀,44.80㎍
탕수만두,비타민 A,155.16㎍RE
탕수만두,비타민 B,64.34mg
탕수만두,비타민 C,39.38mg
탕수만두,비타민 E,10.84mg
탕수만두,식이섬유,14.81g
탕수만두,아연,3.08mg
탕수만두,엽산,33.48㎍
탕수만두,인,311.38mg
